EmpID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,AgeGroup,SalarySlab
RM1218,24,No,Travel_Rarely,Research & Development,9,Medical,3,Male,Research Scientist,3,Married,4401,17616,1,No,16,3,4,5,1,3,5,3,0,18-25,Upto 5k
RM1424,22,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Research Scientist,3,Single,3375,17624,0,No,12,3,4,4,2,4,3,2,1,18-25,Upto 5k
RM1446,41,No,Travel_Rarely,Research & Development,28,Life Sciences,1,Female,Manufacturing Director,2,Married,13570,5640,0,No,23,4,3,21,3,3,20,7,0,36-45,10k-15k
RM730,35,No,Travel_Rarely,Research & Development,25,Medical,3,Female,Healthcare Representative,3,Divorced,10388,6975,1,Yes,11,3,3,16,3,2,16,10,10,26-35,10k-15k
RM913,26,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,Research Scientist,4,Single,2875,9973,1,Yes,20,4,2,8,2,2,8,5,2,26-35,Upto 5k
RM639,25,No,Travel_Rarely,Sales,4,Marketing,3,Male,Sales Executive,1,Married,4256,18154,1,No,12,3,1,5,1,4,5,2,0,18-25,Upto 5k
RM1185,54,No,Travel_Rarely,Research & Development,22,Medical,2,Female,Manager,3,Married,17426,18685,3,No,25,4,3,36,6,3,10,8,4,46-55,15k+
RM1435,52,No,Non_Travel,Sales,29,Life Sciences,1,Male,Sales Representative,4,Married,3482,19788,2,No,15,3,2,16,3,2,9,8,0,46-55,Upto 5k
RM1227,32,No,Travel_Frequently,Research & Development,10,Life Sciences,1,Male,Research Scientist,3,Married,3433,17360,6,No,13,3,1,10,3,2,5,2,1,26-35,Upto 5k
RM620,33,No,Travel_Rarely,Sales,1,Medical,1,Male,Sales Executive,1,Divorced,4037,21816,1,No,22,4,1,9,5,3,9,8,0,26-35,Upto 5k
RM437,33,Yes,Travel_Rarely,Research & Development,10,Medical,1,Male,Laboratory Technician,4,Divorced,3408,6705,7,No,13,3,1,8,2,3,4,3,1,26-35,Upto 5k
RM951,31,No,Non_Travel,Sales,2,Life Sciences,4,Female,Sales Executive,3,Divorced,9852,8935,1,Yes,19,3,1,10,5,2,10,8,9,26-35,5k-10k
RM320,32,No,Travel_Rarely,Sales,8,Technical Degree,3,Female,Sales Executive,2,Married,5228,24624,1,Yes,11,3,4,13,2,3,13,12,11,26-35,5k-10k
RM1315,45,No,Non_Travel,Sales,2,Life Sciences,3,Female,Sales Executive,3,Married,5154,19665,4,No,22,4,2,10,3,4,8,7,5,36-45,5k-10k
RM610,43,No,Travel_Rarely,Research & Development,14,Life Sciences,2,Male,Research Director,1,Married,17159,5200,6,No,24,4,3,22,3,3,4,1,1,36-45,15k+
RM1277,37,No,Travel_Rarely,Sales,9,Marketing,2,Male,Sales Executive,2,Married,4189,8800,1,No,14,3,1,5,2,3,5,2,0,36-45,Upto 5k
RM1096,33,No,Travel_Rarely,Research & Development,28,Life Sciences,2,Male,Laboratory Technician,3,Married,5207,22949,1,Yes,12,3,2,15,3,3,15,14,5,26-35,5k-10k
RM1259,29,No,Travel_Rarely,Research & Development,4,Technical Degree,4,Female,Research Scientist,1,Divorced,2109,10007,1,No,13,3,3,1,2,3,1,0,0,26-35,Upto 5k
RM005,27,No,Travel_Rarely,Research & Development,2,Medical,1,Male,Laboratory Technician,2,Married,3468,16632,9,No,12,3,4,6,3,3,2,2,2,26-35,Upto 5k
RM1171,27,No,Travel_Frequently,Research & Development,2,Medical,4,Male,Research Scientist,4,Single,2580,6297,2,No,13,3,3,6,0,2,4,2,1,26-35,Upto 5k
RM1033,39,Yes,Non_Travel,Research & Development,2,Life Sciences,1,Female,Laboratory Technician,1,Single,3646,17181,2,Yes,23,4,2,11,2,4,1,0,0,36-45,Upto 5k
RM1344,29,No,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,Laboratory Technician,1,Single,2062,19384,3,No,14,3,2,11,2,3,3,2,1,26-35,Upto 5k
RM361,57,No,Travel_Rarely,Research & Development,1,Medical,4,Male,Healthcare Representative,3,Married,6755,2967,2,No,11,3,3,15,2,3,3,2,1,55+,5k-10k
RM838,40,No,Travel_Frequently,Research & Development,9,Medical,2,Female,Research Director,3,Single,13499,13782,9,No,17,3,3,20,3,2,18,7,2,36-45,10k-15k
RM1257,38,No,Travel_Frequently,Research & Development,2,Medical,3,Female,Laboratory Technician,2,Married,2468,15963,4,No,14,3,2,9,4,2,6,1,0,36-45,Upto 5k
RM129,22,No,Travel_Rarely,Research & Development,2,Technical Degree,3,Male,Laboratory Technician,4,Married,2523,19299,0,No,14,3,3,3,2,3,2,1,2,18-25,Upto 5k
RM1105,29,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,Research Scientist,3,Married,2451,22376,6,No,18,3,1,5,2,2,1,0,0,26-35,Upto 5k
RM912,25,Yes,Travel_Frequently,Sales,24,Life Sciences,3,Male,Sales Representative,4,Single,1118,8040,1,Yes,14,3,4,1,4,3,1,0,1,18-25,Upto 5k
RM1247,30,Yes,Travel_Frequently,Human Resources,8,Human Resources,3,Female,Human Resources,4,Divorced,2180,9732,6,No,11,3,3,6,0,2,4,2,1,26-35,Upto 5k
RM967,58,Yes,Travel_Rarely,Research & Development,7,Medical,3,Female,Manufacturing Director,1,Married,10008,12023,7,Yes,14,3,4,31,0,2,10,9,5,55+,10k-15k
RM1027,32,No,Travel_Rarely,Sales,7,Marketing,4,Male,Sales Executive,4,Married,9204,23343,4,No,12,3,3,7,3,2,4,3,0,26-35,5k-10k
RM1166,44,No,Travel_Frequently,Human Resources,1,Human Resources,1,Male,Human Resources,4,Married,5743,10503,4,Yes,11,3,3,14,3,3,10,7,0,36-45,5k-10k
RM172,19,Yes,Travel_Frequently,Sales,1,Technical Degree,3,Female,Sales Representative,1,Single,2325,20989,0,No,21,4,1,1,5,4,0,0,0,18-25,Upto 5k
RM926,42,No,Travel_Rarely,Research & Development,7,Medical,2,Female,Research Scientist,2,Married,2372,5628,6,Yes,16,3,4,18,2,3,1,0,0,36-45,Upto 5k
RM830,33,Yes,Travel_Rarely,Sales,9,Marketing,1,Female,Sales Executive,1,Single,8224,18385,0,Yes,17,3,1,6,3,3,5,2,0,26-35,5k-10k
RM936,32,No,Travel_Rarely,Sales,8,Medical,3,Male,Sales Executive,4,Married,6209,11693,1,No,15,3,3,10,4,4,10,7,0,26-35,5k-10k
RM499,22,No,Travel_Rarely,Research & Development,6,Medical,1,Male,Research Scientist,3,Married,2773,12145,0,No,20,4,4,3,3,3,2,2,2,18-25,Upto 5k
RM1375,58,No,Travel_Rarely,Sales,21,Life Sciences,4,Female,Manager,4,Married,17875,11761,4,Yes,13,3,3,29,2,2,1,0,0,55+,15k+
RM1112,53,Yes,Travel_Rarely,Research & Development,2,Technical Degree,3,Female,Manufacturing Director,4,Married,10169,14618,0,No,16,3,2,34,4,3,33,7,1,46-55,10k-15k
RM969,36,No,Travel_Frequently,Sales,7,Marketing,1,Female,Sales Executive,1,Married,4639,2261,2,No,16,3,4,17,2,2,15,7,6,36-45,Upto 5k
RM636,35,No,Travel_Rarely,Research & Development,9,Life Sciences,4,Female,Manufacturing Director,3,Married,10685,23457,1,Yes,20,4,2,17,2,3,17,14,5,26-35,10k-15k
RM531,27,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,Manufacturing Director,1,Married,7412,6009,1,No,11,3,4,9,3,3,9,7,0,26-35,5k-10k
RM1243,40,No,Travel_Rarely,Sales,7,Medical,2,Male,Manager,2,Single,19833,4349,1,No,14,3,2,21,3,2,21,8,12,36-45,15k+
RM1467,39,No,Travel_Rarely,Research & Development,6,Medical,4,Male,Healthcare Representative,1,Married,9991,21457,4,No,15,3,1,9,5,3,7,7,1,36-45,5k-10k
RM1467,39,No,Travel_Rarely,Research & Development,6,Medical,4,Male,Healthcare Representative,1,Married,9991,21457,4,No,15,3,1,9,5,3,7,7,1,36-45,5k-10k
RM1287,40,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,Laboratory Technician,1,Married,3377,25605,4,No,17,3,4,7,5,2,4,3,0,36-45,Upto 5k
RM691,31,No,Travel_Rarely,Research & Development,12,Medical,4,Female,Healthcare Representative,4,Married,5855,17369,0,Yes,11,3,3,10,2,1,9,7,8,26-35,5k-10k
RM667,22,Yes,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,Manufacturing Director,3,Married,4171,10022,0,Yes,19,3,1,4,3,4,3,2,0,18-25,Upto 5k
RM795,34,No,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,Healthcare Representative,4,Single,7756,22266,0,No,17,3,3,7,1,2,6,2,0,26-35,5k-10k
RM671,27,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,Research Scientist,3,Single,2318,17808,1,No,19,3,3,1,2,3,1,1,0,26-35,Upto 5k
RM448,35,No,Travel_Rarely,Sales,1,Marketing,2,Male,Sales Executive,3,Married,4717,18659,9,No,11,3,3,15,2,3,11,9,6,26-35,Upto 5k
RM562,52,No,Travel_Rarely,Sales,3,Marketing,3,Male,Manager,1,Married,16856,10084,1,No,11,3,1,34,3,4,34,6,1,46-55,15k+
RM929,44,Yes,Travel_Rarely,Research & Development,15,Medical,1,Female,Healthcare Representative,4,Married,7978,14075,1,No,11,3,4,10,2,3,10,7,0,36-45,5k-10k
RM489,42,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,Healthcare Representative,4,Married,4089,5718,1,No,13,3,2,10,4,3,10,2,2,36-45,Upto 5k
RM726,35,Yes,Travel_Rarely,Research & Development,14,Other,3,Male,Laboratory Technician,2,Divorced,3743,10074,1,Yes,24,4,4,5,2,1,4,2,0,26-35,Upto 5k
RM479,25,No,Travel_Rarely,Sales,13,Medical,2,Male,Sales Representative,3,Married,2096,26376,1,No,11,3,3,7,1,3,7,4,0,18-25,Upto 5k
RM618,44,No,Travel_Rarely,Research & Development,4,Medical,4,Male,Healthcare Representative,2,Single,5933,5197,9,No,12,3,4,10,2,2,5,2,2,36-45,5k-10k
RM696,37,Yes,Travel_Rarely,Sales,1,Life Sciences,1,Male,Sales Executive,3,Married,10609,14922,5,No,11,3,3,17,2,1,14,1,11,36-45,10k-15k
RM051,48,Yes,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,Laboratory Technician,3,Single,5381,19294,9,Yes,13,3,4,23,2,3,1,0,0,46-55,5k-10k
RM1470,34,No,Travel_Rarely,Research & Development,8,Medical,2,Male,Laboratory Technician,3,Married,4404,10228,2,No,12,3,1,6,3,4,4,3,1,26-35,Upto 5k
RM182,34,No,Travel_Rarely,Research & Development,27,Medical,4,Female,Research Scientist,2,Single,2311,5711,2,No,15,3,4,9,3,3,3,2,1,26-35,Upto 5k
RM159,40,No,Travel_Rarely,Sales,4,Marketing,3,Male,Sales Executive,4,Married,10855,8552,7,No,11,3,1,15,2,2,12,11,2,36-45,10k-15k
RM092,51,No,Travel_Rarely,Sales,21,Marketing,3,Male,Sales Executive,4,Single,5441,8423,0,Yes,22,4,4,11,2,1,10,7,1,46-55,5k-10k
RM1140,32,No,Travel_Rarely,Research & Development,5,Other,2,Female,Research Scientist,4,Married,3312,18783,3,No,17,3,4,6,3,3,3,2,0,26-35,Upto 5k
RM949,30,No,Travel_Rarely,Research & Development,17,Medical,2,Female,Manager,1,Married,11916,25927,1,Yes,23,4,4,9,2,3,9,1,0,26-35,10k-15k
RM282,42,No,Travel_Rarely,Sales,1,Life Sciences,2,Male,Sales Executive,3,Married,4907,24532,1,No,25,4,3,20,3,3,20,16,11,36-45,Upto 5k
RM443,36,No,Non_Travel,Sales,10,Medical,2,Male,Sales Executive,4,Single,9980,15318,1,No,14,3,4,10,3,2,10,3,9,36-45,5k-10k
RM208,36,No,Travel_Frequently,Research & Development,18,Medical,2,Female,Laboratory Technician,4,Single,2153,7703,1,No,13,3,1,8,2,3,8,1,1,36-45,Upto 5k
RM291,49,No,Travel_Frequently,Research & Development,10,Life Sciences,3,Female,Research Director,1,Single,18665,25594,9,Yes,11,3,4,22,4,3,3,2,1,46-55,15k+
RM849,35,No,Travel_Frequently,Research & Development,4,Other,4,Male,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,2,2,4,2,2,2,26-35,Upto 5k
RM094,46,No,Travel_Frequently,Research & Development,1,Medical,3,Male,Healthcare Representative,1,Married,10673,3142,2,Yes,13,3,3,21,5,2,10,9,9,46-55,10k-15k
RM627,32,No,Travel_Rarely,Research & Development,8,Medical,3,Female,Research Scientist,3,Married,5175,22162,5,No,12,3,3,9,3,2,5,3,1,26-35,5k-10k
RM1439,23,Yes,Travel_Frequently,Sales,9,Marketing,4,Male,Sales Representative,1,Married,1790,26956,1,No,19,3,1,1,3,2,1,0,1,18-25,Upto 5k
RM934,28,No,Travel_Rarely,Research & Development,1,Technical Degree,4,Male,Research Scientist,1,Single,2080,4732,2,No,11,3,2,5,2,2,3,2,1,26-35,Upto 5k
RM355,30,No,Non_Travel,Sales,25,Technical Degree,4,Female,Sales Executive,3,Married,4736,6069,7,Yes,12,3,2,4,2,4,2,2,2,26-35,Upto 5k
RM1421,41,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Research Scientist,4,Married,2782,21412,3,No,22,4,1,12,3,3,5,3,1,36-45,Upto 5k
RM210,46,No,Travel_Rarely,Research & Development,1,Medical,4,Male,Healthcare Representative,1,Married,9396,12368,7,No,16,3,3,17,3,3,4,2,0,46-55,5k-10k
RM404,41,No,Travel_Rarely,Sales,1,Marketing,2,Male,Sales Executive,1,Married,8392,19566,1,No,16,3,3,10,2,3,10,7,0,36-45,5k-10k
RM854,19,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,Research Scientist,1,Single,2552,7172,1,No,25,4,3,1,4,3,1,1,0,18-25,Upto 5k
RM501,32,No,Travel_Rarely,Research & Development,9,Life Sciences,1,Female,Research Scientist,4,Married,6322,18089,1,Yes,12,3,4,6,2,2,6,4,0,26-35,5k-10k
RM840,42,No,Travel_Rarely,Sales,4,Marketing,2,Male,Sales Executive,1,Single,5155,2253,7,No,13,3,4,9,3,4,6,4,1,36-45,5k-10k
RM924,34,No,Travel_Frequently,Human Resources,11,Life Sciences,3,Male,Human Resources,2,Married,4490,21833,4,No,11,3,4,14,5,4,10,9,1,26-35,Upto 5k
RM551,23,No,Travel_Rarely,Research & Development,9,Medical,2,Male,Laboratory Technician,1,Married,2500,4344,1,No,14,3,4,5,2,4,4,3,0,18-25,Upto 5k
RM1005,26,No,Travel_Rarely,Research & Development,7,Other,3,Male,Laboratory Technician,1,Single,3578,23577,0,No,12,3,4,8,2,3,7,7,0,26-35,Upto 5k
RM062,38,No,Travel_Frequently,Research & Development,29,Life Sciences,4,Female,Laboratory Technician,4,Single,2406,5456,1,No,11,3,4,10,2,3,10,3,9,36-45,Upto 5k
RM1132,34,No,Travel_Frequently,Research & Development,10,Technical Degree,4,Male,Healthcare Representative,3,Married,5063,15332,1,No,14,3,2,8,3,2,8,2,7,26-35,5k-10k
RM791,33,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,Healthcare Representative,4,Divorced,7119,21214,4,No,15,3,3,9,2,3,3,2,1,26-35,5k-10k
RM541,28,Yes,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,Research Scientist,2,Single,2216,3872,7,Yes,13,3,4,10,4,3,7,7,3,26-35,Upto 5k
RM877,20,No,Travel_Rarely,Sales,21,Marketing,3,Male,Sales Representative,4,Single,2678,5050,1,No,17,3,4,2,2,3,2,1,2,18-25,Upto 5k
RM059,31,No,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,Laboratory Technician,4,Divorced,5915,9528,3,No,22,4,4,10,3,2,7,7,1,26-35,5k-10k
RM573,29,No,Travel_Rarely,Research & Development,27,Medical,2,Female,Healthcare Representative,3,Married,4335,25549,4,No,12,3,1,11,3,2,8,7,1,26-35,Upto 5k
RM685,40,No,Travel_Rarely,Sales,10,Marketing,1,Male,Sales Executive,2,Divorced,9705,20652,2,No,12,3,2,11,2,2,1,0,0,36-45,5k-10k
RM112,34,Yes,Travel_Frequently,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,3,Single,6074,22887,1,Yes,24,4,4,9,3,3,9,7,0,26-35,5k-10k
RM1060,35,No,Travel_Rarely,Sales,7,Life Sciences,4,Male,Sales Representative,3,Married,2404,16192,1,No,13,3,1,1,3,3,1,0,0,26-35,Upto 5k
RM762,36,Yes,Travel_Rarely,Research & Development,15,Other,1,Male,Laboratory Technician,3,Divorced,4834,7858,7,No,14,3,2,9,3,2,1,0,0,36-45,Upto 5k
RM625,53,No,Travel_Rarely,Sales,7,Marketing,1,Female,Sales Executive,4,Married,10934,20715,7,Yes,18,3,4,35,3,3,5,2,0,46-55,10k-15k
RM1269,53,No,Non_Travel,Research & Development,1,Medical,1,Female,Manufacturing Director,3,Married,12965,22308,4,Yes,20,4,4,27,2,2,3,2,0,46-55,10k-15k
RM659,44,No,Travel_Rarely,Research & Development,9,Life Sciences,2,Male,Research Scientist,1,Married,2559,7508,1,Yes,13,3,4,8,0,3,8,7,7,36-45,Upto 5k
RM152,35,No,Travel_Rarely,Sales,1,Marketing,3,Male,Sales Executive,2,Married,7295,11439,1,No,13,3,1,10,3,3,10,8,0,26-35,5k-10k
RM982,35,Yes,Travel_Frequently,Sales,18,Marketing,4,Female,Sales Executive,3,Married,4614,23288,0,Yes,18,3,3,5,0,2,4,2,3,26-35,Upto 5k
RM1030,40,No,Non_Travel,Research & Development,9,Other,3,Male,Laboratory Technician,3,Divorced,3975,23099,3,No,11,3,3,11,2,4,8,7,0,36-45,Upto 5k
RM223,37,No,Travel_Frequently,Research & Development,11,Other,2,Male,Research Director,4,Divorced,12185,10056,1,Yes,14,3,3,10,1,3,10,8,0,36-45,10k-15k
RM069,35,No,Travel_Frequently,Research & Development,1,Medical,2,Male,Research Scientist,1,Married,2194,5868,4,No,13,3,4,5,2,2,3,2,1,26-35,Upto 5k
RM104,34,No,Travel_Rarely,Research & Development,6,Other,1,Female,Research Scientist,3,Single,4809,12482,1,No,14,3,3,16,3,3,16,13,2,26-35,Upto 5k
RM253,29,No,Travel_Rarely,Research & Development,15,Life Sciences,3,Male,Research Scientist,4,Single,2340,22673,1,No,19,3,1,6,1,3,6,5,1,26-35,Upto 5k
RM272,47,Yes,Non_Travel,Research & Development,29,Life Sciences,1,Male,Manager,2,Married,11849,10268,1,Yes,12,3,4,10,2,2,10,7,9,46-55,10k-15k
RM1442,56,No,Non_Travel,Research & Development,1,Life Sciences,3,Male,Healthcare Representative,3,Married,6306,26236,1,No,21,4,1,13,2,2,13,12,1,55+,5k-10k
RM1013,31,Yes,Travel_Frequently,Sales,1,Life Sciences,2,Female,Sales Representative,3,Single,1359,16154,1,No,12,3,2,1,3,3,1,0,0,26-35,Upto 5k
RM090,46,Yes,Travel_Rarely,Sales,9,Medical,3,Male,Sales Executive,4,Single,9619,13596,1,No,16,3,4,9,3,3,9,8,4,46-55,5k-10k
RM848,34,No,Travel_Frequently,Research & Development,1,Medical,4,Male,Healthcare Representative,1,Single,5343,25755,0,No,20,4,3,14,3,3,13,9,4,26-35,5k-10k
RM1124,35,No,Travel_Rarely,Research & Development,10,Medical,1,Female,Healthcare Representative,3,Single,6142,4223,3,Yes,16,3,3,10,4,3,5,2,0,26-35,5k-10k
RM013,31,No,Travel_Rarely,Research & Development,26,Life Sciences,1,Male,Research Scientist,3,Divorced,2911,15170,1,No,17,3,4,5,1,2,5,2,4,26-35,Upto 5k
RM1159,37,No,Travel_Rarely,Research & Development,19,Life Sciences,3,Male,Manufacturing Director,3,Married,5768,26493,3,No,17,3,1,9,2,2,4,3,0,36-45,5k-10k
RM327,39,No,Travel_Frequently,Research & Development,7,Medical,3,Male,Manager,4,Married,19272,21141,1,No,15,3,1,21,2,3,21,9,13,36-45,15k+
RM648,35,No,Travel_Rarely,Research & Development,25,Technical Degree,4,Male,Manufacturing Director,2,Married,10903,9129,3,No,16,3,1,16,2,3,13,10,4,26-35,10k-15k
RM021,24,No,Non_Travel,Research & Development,11,Other,1,Female,Manufacturing Director,3,Divorced,4011,8232,0,No,18,3,4,5,5,2,4,2,1,18-25,Upto 5k
RM1090,37,No,Travel_Rarely,Research & Development,13,Medical,1,Male,Research Scientist,4,Married,4285,3031,1,No,17,3,1,10,2,3,10,8,3,36-45,Upto 5k
RM268,25,No,Non_Travel,Research & Development,5,Life Sciences,2,Male,Healthcare Representative,1,Divorced,4000,18384,1,No,12,3,4,6,2,3,6,3,1,18-25,Upto 5k
RM1084,40,Yes,Travel_Rarely,Research & Development,9,Life Sciences,4,Male,Laboratory Technician,1,Single,2018,21831,3,No,14,3,2,15,3,1,5,4,1,36-45,Upto 5k
RM594,36,No,Travel_Rarely,Research & Development,1,Other,3,Female,Manufacturing Director,2,Married,5228,23361,0,No,15,3,1,10,2,3,9,7,0,36-45,5k-10k
RM1213,34,No,Travel_Rarely,Research & Development,19,Life Sciences,2,Female,Research Scientist,4,Married,2929,20338,1,No,12,3,2,10,3,3,10,9,8,26-35,Upto 5k
RM099,58,No,Travel_Rarely,Sales,10,Medical,4,Male,Sales Executive,3,Single,13872,24409,0,No,13,3,3,38,1,2,37,10,1,55+,10k-15k
RM1381,35,No,Travel_Rarely,Sales,18,Medical,2,Male,Sales Executive,1,Married,5561,15975,0,No,16,3,4,6,2,1,5,3,0,26-35,5k-10k
RM999,26,No,Travel_Rarely,Research & Development,2,Medical,1,Male,Research Scientist,4,Single,3904,4050,0,No,12,3,4,5,2,3,4,3,1,26-35,Upto 5k
RM124,51,No,Travel_Rarely,Research & Development,6,Life Sciences,1,Male,Research Director,3,Single,19537,6462,7,No,13,3,3,23,5,3,20,18,15,46-55,15k+
RM1117,55,No,Travel_Rarely,Sales,26,Marketing,3,Male,Manager,4,Married,19586,23037,1,No,21,4,3,36,3,3,36,6,2,46-55,15k+
RM895,54,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,Research Director,4,Married,17779,23474,3,No,14,3,1,36,2,3,10,9,0,46-55,15k+
RM256,25,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,Manufacturing Director,3,Married,4898,7505,0,No,12,3,4,5,3,3,4,2,1,18-25,Upto 5k
RM288,38,No,Travel_Rarely,Research & Development,23,Life Sciences,4,Male,Healthcare Representative,4,Divorced,5745,18899,9,No,14,3,2,10,2,3,2,2,1,36-45,5k-10k
RM1441,36,No,Travel_Frequently,Research & Development,4,Life Sciences,4,Female,Manufacturing Director,2,Divorced,5131,9192,7,No,13,3,2,18,3,3,4,2,0,36-45,5k-10k
RM457,31,No,Travel_Rarely,Sales,7,Life Sciences,3,Male,Manager,4,Divorced,11557,25291,9,No,21,4,3,10,3,2,5,4,0,26-35,10k-15k
RM406,25,Yes,Travel_Rarely,Research & Development,3,Medical,1,Male,Laboratory Technician,1,Married,4031,9396,5,No,13,3,3,6,5,3,2,2,0,18-25,Upto 5k
RM145,32,No,Travel_Frequently,Sales,9,Medical,4,Male,Sales Executive,4,Divorced,4668,22812,0,No,17,3,4,9,2,4,8,7,0,26-35,Upto 5k
RM589,50,No,Travel_Rarely,Research & Development,2,Medical,3,Male,Research Director,3,Married,17639,6881,5,No,16,3,4,30,3,3,4,3,0,46-55,15k+
RM028,42,No,Travel_Rarely,Sales,8,Marketing,3,Male,Sales Executive,2,Married,6825,21173,0,No,11,3,4,10,2,3,9,7,4,36-45,5k-10k
RM322,31,No,Travel_Rarely,Sales,7,Marketing,4,Male,Sales Executive,4,Divorced,7547,7143,4,No,12,3,4,13,3,3,7,7,1,26-35,5k-10k
RM310,31,No,Travel_Rarely,Research & Development,5,Technical Degree,3,Male,Research Scientist,4,Married,4821,10077,0,Yes,12,3,3,6,4,3,5,2,0,26-35,Upto 5k
RM162,27,No,Non_Travel,Research & Development,9,Medical,4,Male,Research Scientist,2,Divorced,2024,5970,6,No,18,3,4,6,1,1,2,2,2,26-35,Upto 5k
RM475,24,No,Travel_Rarely,Research & Development,23,Medical,2,Male,Research Scientist,4,Married,2725,21630,1,Yes,11,3,2,6,3,3,6,5,1,18-25,Upto 5k
RM188,55,No,Travel_Rarely,Research & Development,14,Medical,3,Male,Research Director,2,Single,18722,13339,8,No,11,3,4,36,3,3,24,15,2,46-55,15k+
RM1410,40,No,Travel_Frequently,Research & Development,11,Technical Degree,4,Female,Laboratory Technician,3,Married,6323,26849,1,No,11,3,1,10,2,4,10,9,9,36-45,5k-10k
RM983,38,No,Travel_Frequently,Research & Development,7,Life Sciences,4,Male,Research Scientist,3,Divorced,2610,15748,1,No,11,3,4,4,2,3,4,2,0,36-45,Upto 5k
RM526,24,Yes,Travel_Rarely,Sales,3,Life Sciences,1,Female,Sales Executive,3,Single,4577,24785,9,No,14,3,1,4,3,3,2,2,2,18-25,Upto 5k
RM906,29,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Research Director,4,Divorced,16124,3423,3,No,14,3,2,9,2,2,7,7,1,26-35,15k+
RM880,60,No,Travel_Rarely,Sales,7,Marketing,2,Male,Sales Executive,4,Married,5220,10893,0,Yes,18,3,2,12,3,3,11,7,1,55+,5k-10k
RM804,34,No,Non_Travel,Research & Development,3,Life Sciences,3,Male,Research Scientist,4,Married,2979,22478,3,No,17,3,4,6,2,3,0,0,0,26-35,Upto 5k
RM1406,31,No,Non_Travel,Research & Development,10,Medical,3,Female,Research Director,3,Married,11031,26862,4,No,20,4,3,13,2,4,11,7,4,26-35,10k-15k
RM191,52,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,Manager,3,Married,19999,5678,0,No,14,3,1,34,5,3,33,18,11,46-55,15k+
RM025,34,Yes,Travel_Rarely,Research & Development,6,Medical,2,Male,Research Scientist,1,Single,2960,17102,2,No,11,3,3,8,2,3,4,2,1,26-35,Upto 5k
RM169,38,No,Travel_Rarely,Sales,1,Life Sciences,1,Female,Sales Executive,4,Single,8686,12930,4,No,22,4,3,12,2,4,8,3,0,36-45,5k-10k
RM607,34,No,Travel_Frequently,Research & Development,16,Life Sciences,3,Female,Research Scientist,4,Single,2553,8306,1,No,16,3,3,6,3,3,5,2,1,26-35,Upto 5k
RM533,47,No,Travel_Rarely,Sales,14,Marketing,4,Male,Sales Executive,1,Single,4960,11825,2,No,12,3,4,20,2,3,7,7,1,46-55,Upto 5k
RM981,31,Yes,Travel_Frequently,Sales,2,Life Sciences,3,Female,Sales Representative,4,Single,2785,11882,7,No,14,3,3,3,3,4,1,0,0,26-35,Upto 5k
RM476,26,No,Travel_Rarely,Sales,28,Marketing,1,Male,Sales Executive,2,Married,6272,7428,1,No,20,4,4,6,5,4,5,3,1,26-35,5k-10k
